cost,used,purchase_type_id,ticket_type_id,purchase_date,visitor_id,event_id,for_sale,ean-13
8.5,1,3,1,2023-08-06,61420,131,0,6946317083837
8.5,1,3,1,2023-12-19,61421,131,0,2145529054362
9.5,1,2,1,2024-11-01,61422,131,0,1361718491416
8.5,1,1,3,2024-06-11,61423,131,0,6427985897598
7.0,0,2,3,2023-12-16,61424,131,1,4402787260229
5.0,0,1,3,2024-07-31,61425,131,0,3345576709671
5.5,1,3,3,2025-04-23,61426,131,0,9298306437279
8.5,1,1,1,2023-07-09,61427,131,0,5836937526983
7.0,1,1,3,2023-12-29,61428,131,0,6781014935862
7.0,0,3,1,2024-02-14,61429,131,0,5856000618792
9.0,0,3,3,2023-12-06,61430,131,1,8284177052881
6.5,1,1,1,2023-07-08,61431,131,0,5031677500935
9.5,0,1,1,2025-03-10,61432,131,1,3897893010253
9.5,0,1,1,2024-08-11,61433,131,0,6144645413525
5.5,0,3,1,2024-12-07,61434,131,1,5797268687495
5.0,0,2,1,2024-08-08,61435,131,0,3609052229260
7.5,0,1,1,2024-05-04,61436,131,0,9317408214589
9.0,0,2,3,2023-08-05,61437,131,0,8575828949512
8.5,0,1,1,2023-08-21,61438,131,0,9004437565616
8.0,0,2,3,2024-01-15,61439,131,0,2606289691297
8.0,0,2,1,2023-12-23,61440,131,0,3502395701015
5.0,1,3,3,2023-10-08,61441,131,0,2631590226827
9.0,1,2,1,2024-05-18,61442,131,0,6095572808836
6.0,0,3,3,2023-08-12,61443,131,0,3251219198106
10.0,1,3,1,2024-02-07,61444,131,0,4042539487597
5.0,0,2,3,2024-06-03,61445,131,1,9726206649028
8.5,1,1,3,2024-10-07,61446,131,0,5107744150984
8.0,0,2,3,2023-12-18,61447,131,1,2564765828277
9.0,1,3,1,2023-09-17,61448,131,0,8759707691717
10.0,1,2,1,2024-06-28,61449,131,0,5046230728779
10.0,1,3,3,2023-09-25,61450,131,0,1844852406322
7.5,1,1,1,2024-11-21,61451,131,0,9456089554365
8.5,0,3,1,2023-09-18,61452,131,1,9278620418293
8.5,1,2,3,2024-08-21,61453,131,0,5141641579912
5.0,0,2,1,2023-10-13,61454,131,1,6312347706439
9.5,0,3,3,2024-11-17,61455,131,1,2296593595498
8.5,0,2,1,2023-11-04,61456,131,1,1700898047458
9.0,1,2,3,2024-11-15,61457,131,0,1839790941957
7.5,1,1,3,2023-12-31,61458,131,0,7731774071734
8.0,0,3,3,2024-02-05,61459,131,0,6097467834455
9.5,1,3,3,2025-04-10,61460,131,0,5563126226540
9.5,1,3,1,2025-05-04,61461,131,0,6216259667096
7.0,0,3,1,2024-11-26,61462,131,1,6073961877213
9.0,0,3,1,2024-02-07,61463,131,0,2532769714499
7.0,1,2,1,2024-04-12,61464,131,0,3777518009195
9.5,1,1,3,2023-09-06,61465,131,0,4168186360017
5.0,0,1,3,2024-10-10,61466,131,0,4531075749567
9.0,0,3,1,2023-10-10,61467,131,1,6650585580492
8.0,0,1,1,2023-11-02,61468,131,0,2439881464139
7.5,1,2,1,2025-01-01,61469,131,0,9426468864686
5.5,0,2,3,2024-05-28,61470,131,1,4379357710835
5.0,1,3,3,2023-10-11,61471,131,0,7092710783257
7.5,0,1,1,2024-05-23,61472,131,0,9459870815658
5.0,0,3,3,2023-06-03,61473,131,0,4005675984663
9.0,1,2,1,2024-12-04,61474,131,0,4377665684561
7.0,0,3,1,2023-11-25,61475,131,0,3509943875668
7.5,0,3,3,2023-10-18,61476,131,1,4980694912560
8.5,0,2,1,2023-08-16,61477,131,1,3168746958306
6.5,0,3,3,2024-07-26,61478,131,0,9140206372529
7.5,1,2,3,2023-12-19,61479,131,0,8958347814625
7.5,0,1,1,2025-05-06,61480,131,1,1707550196178
5.5,1,1,3,2024-05-19,61481,131,0,4495189346275
6.5,0,3,3,2024-01-04,61482,131,0,4686539964753
7.5,0,2,1,2023-07-02,61483,131,0,3848547842490
5.0,1,3,3,2023-11-14,61484,131,0,3604910890652
5.5,1,2,3,2025-03-18,61485,131,0,1309120570267
8.5,0,1,1,2024-04-15,61486,131,0,1524303397889
7.0,1,1,1,2024-10-16,61487,131,0,1173955497274
8.5,1,3,3,2024-07-08,61488,131,0,2390333347122
5.5,0,3,1,2023-09-08,61489,131,1,7977049596687
9.0,0,1,1,2025-05-13,61490,131,0,2409883729792
7.0,1,3,3,2024-09-06,61491,131,0,5596201897911
7.5,1,2,1,2024-09-03,61492,131,0,5132414701741
6.5,1,3,3,2023-11-25,61493,131,0,1852614390077
10.0,0,1,1,2024-04-13,61494,131,0,9595137536338
6.5,0,1,1,2024-07-15,61495,131,1,1530971815303
6.0,0,1,3,2025-02-01,61496,131,0,2507701951781
6.5,0,1,3,2023-09-20,61497,131,1,7393427287266
9.5,0,2,1,2023-12-27,61498,131,0,1762599037547
6.0,0,1,1,2024-03-11,61499,131,0,2078000011062
10.0,1,3,3,2024-02-07,61500,131,0,1706181552167
9.5,0,1,3,2023-05-30,61501,131,0,9920121744665
5.0,1,3,1,2023-12-22,61502,131,0,2355936002237
8.0,0,3,3,2024-05-05,61503,131,0,3934083857753
9.5,1,3,3,2023-12-10,61504,131,0,2726935052147
5.0,1,2,3,2023-10-31,61505,131,0,6917137926264
9.5,0,2,3,2024-05-02,61506,131,0,7008971908729
10.0,0,2,1,2024-12-09,61507,131,0,8290857739704
5.0,0,1,3,2025-02-07,61508,131,0,4155562031829
7.0,0,2,3,2024-12-12,61509,131,1,1511594639098
9.5,1,2,3,2024-06-26,61510,131,0,7193036926122
5.0,0,3,3,2024-09-16,61511,131,0,8859066356941
6.0,0,1,3,2024-08-23,61512,131,1,8896033696338
7.0,0,2,1,2024-08-12,61513,131,0,5469548209995
5.0,1,3,3,2024-12-04,61514,131,0,7627777168944
7.5,0,2,1,2024-12-05,61515,131,1,9742510774902
9.5,1,2,3,2023-08-03,61516,131,0,5205161544869
9.5,0,2,3,2023-09-01,61517,131,0,3454410693476
7.5,0,3,3,2023-11-28,61518,131,0,4216499747836
7.5,0,3,1,2024-09-05,61519,131,1,8961178187147
5.0,0,2,1,2023-06-22,61520,131,0,3708969206486
8.5,0,3,3,2024-09-08,61521,131,0,1833367806098
7.5,0,2,3,2024-07-23,61522,131,1,2407922192855
7.0,1,1,3,2023-07-04,61523,131,0,5868769626071
9.0,0,2,1,2024-12-02,61524,131,0,2699535773814
10.0,0,2,3,2024-11-11,61525,131,0,8196341984941
10.0,1,2,1,2024-01-23,61526,131,0,2008657734314
6.0,1,2,1,2023-07-04,61527,131,0,4423613305632
6.5,1,1,3,2024-09-28,61528,131,0,7180743530318
6.0,0,3,3,2023-11-16,61529,131,1,8490048406702
10.0,1,3,3,2025-03-16,61530,131,0,1629592815229
6.0,0,3,3,2024-07-23,61531,131,0,6992424172709
10.0,0,1,1,2023-08-11,61532,131,0,3739874332450
10.0,0,1,1,2023-12-08,61533,131,0,2344342491052
7.0,1,1,3,2024-07-04,61534,131,0,5210678698450
8.5,0,3,1,2023-06-23,61535,131,0,2465125905785
8.0,1,2,1,2024-06-13,61536,131,0,9588800270048
5.0,1,1,3,2024-08-10,61537,131,0,3680547737170
7.0,1,1,3,2024-04-11,61538,131,0,9086235128165
9.5,0,1,3,2025-03-04,61539,131,1,8677043997196
7.0,0,1,3,2025-03-15,61540,131,0,3224755305894
8.0,0,2,3,2023-05-30,61541,131,0,2230429789044
8.0,1,3,1,2024-11-23,61542,131,0,8908765215263
9.5,0,3,3,2023-10-07,61543,131,1,2421660512768
5.5,0,2,3,2023-08-06,61544,131,0,8020601699545
5.5,1,2,3,2024-04-23,61545,131,0,4446156009647
5.5,0,3,3,2025-03-11,61546,131,0,3567796699524
5.5,1,3,1,2024-05-27,61547,131,0,1578612277941
5.0,0,2,1,2024-03-13,61548,131,1,1038817991605
9.5,1,3,3,2023-09-09,61549,131,0,6193127583631
10.0,1,1,1,2024-03-08,61550,131,0,5532379358508
8.5,0,2,3,2023-09-14,61551,131,1,8268820047472
8.0,0,1,3,2024-01-28,61552,131,1,3206141235542
7.0,1,1,3,2024-01-04,61553,131,0,7037501478425
10.0,1,1,3,2024-04-12,61554,131,0,3781219602050
6.5,0,3,1,2024-06-24,61555,131,1,8232798917465
7.0,1,3,1,2024-02-12,61556,131,0,8421449718065
8.0,0,1,3,2024-11-18,61557,131,0,2142415215731
6.0,1,2,1,2024-07-29,61558,131,0,2928986218555
5.5,0,1,1,2023-07-09,61559,131,1,9620681403413
7.5,1,3,1,2024-09-05,61560,131,0,7209841964598
6.5,0,3,1,2024-04-05,61561,131,0,1016092489415
7.5,1,3,3,2025-03-13,61562,131,0,5981700772319
6.5,1,3,1,2024-09-28,61563,131,0,1788145909209
5.0,0,3,3,2023-06-09,61564,131,0,8159025285158
5.5,1,1,3,2024-01-25,61565,131,0,3287331056234
7.0,1,3,3,2024-10-01,61566,131,0,5981071493891
6.5,1,3,3,2024-10-25,61567,131,0,8087842089509
10.0,1,3,3,2023-09-01,61568,131,0,8684286329833
9.0,1,3,3,2024-03-09,61569,131,0,9118811060072
7.5,1,2,3,2023-10-16,61570,131,0,8347849956553
9.0,1,1,3,2023-06-10,61571,131,0,9335634880823
7.5,0,3,1,2025-02-05,61572,131,1,7476188168392
5.5,1,3,1,2023-11-10,61573,131,0,7958117895420
8.0,0,3,3,2024-01-02,61574,131,0,5793293240274
10.0,0,3,1,2023-10-21,61575,131,0,4005500363232
6.0,1,3,3,2023-11-29,61576,131,0,9109569804053
10.0,0,2,1,2024-03-21,61577,131,0,2523131836361
8.5,1,2,1,2023-12-08,61578,131,0,1098731686407
5.5,1,1,3,2024-04-24,61579,131,0,4702943140159
9.5,0,3,3,2024-04-22,61580,131,0,2771441787273
10.0,1,2,3,2023-07-26,61581,131,0,5178922908799
9.5,1,3,1,2024-12-09,61582,131,0,3082166442762
6.5,1,3,1,2024-10-12,61583,131,0,5606406375920
9.5,0,3,1,2024-05-14,61584,131,0,4775269323925
6.5,0,3,3,2023-05-28,61585,131,1,7672361607700
9.0,1,1,3,2023-12-13,61586,131,0,9270662418132
8.5,0,2,3,2025-04-17,61587,131,0,8381838109670
6.0,1,1,1,2024-10-25,61588,131,0,7248883090656
9.0,0,2,1,2024-11-11,61589,131,1,7481521964671
6.0,0,1,1,2024-03-14,61590,131,1,5416755238271
7.0,0,1,3,2023-06-30,61591,131,1,6598421911405
7.0,1,1,1,2024-06-25,61592,131,0,4794104428726
7.0,0,3,1,2024-01-25,61593,131,0,4799886297361
8.5,1,2,3,2023-11-14,61594,131,0,2934495068373
5.0,0,2,3,2023-07-06,61595,131,0,2403676571888
9.5,0,2,1,2023-07-15,61596,131,0,2159656863139
9.5,1,3,3,2023-07-08,61597,131,0,5786061885393
7.5,0,3,1,2025-01-07,61598,131,0,7559581288206
8.5,0,3,3,2024-12-16,61599,131,0,8373398674849
6.5,1,3,3,2024-08-01,61600,131,0,9741249925209
9.0,0,2,1,2023-09-18,61601,131,0,6917164160250
10.0,1,1,3,2025-01-22,61602,131,0,3752950497612
7.5,1,1,1,2024-09-18,61603,131,0,6101411342381
9.0,1,3,3,2024-11-10,61604,131,0,7674583888960
10.0,1,3,3,2023-07-08,61605,131,0,5014747586433
10.0,1,1,1,2023-10-18,61606,131,0,4236918258508
6.5,1,1,1,2024-06-12,61607,131,0,9953502954495
9.5,0,1,1,2025-04-28,61608,131,1,4185024555095
6.5,0,3,1,2024-04-05,61609,131,0,9609049901005
10.0,0,3,3,2024-12-12,61610,131,0,3367009998822
6.0,1,3,3,2024-09-28,61611,131,0,7784636022932
8.5,1,2,3,2024-04-10,61612,131,0,8243165009062
8.0,0,3,3,2024-12-02,61613,131,0,1308203792922
9.5,1,1,3,2024-10-03,61614,131,0,4690018974316
9.0,0,2,1,2024-07-26,61615,131,0,2076362129199
7.0,0,3,3,2024-05-21,61616,131,0,4263036506639
10.0,0,1,3,2024-08-11,61617,131,0,6904662870794
7.0,0,3,3,2024-05-10,61618,131,0,8739276590102
8.5,0,3,3,2024-05-29,61619,131,0,3409377117047
8.5,0,3,1,2025-04-28,61620,131,0,1567330493315
6.0,0,2,3,2024-07-10,61621,131,0,3920727413650
9.5,1,2,1,2024-12-06,61622,131,0,8061505321200
10.0,1,1,3,2024-06-16,61623,131,0,8470953005471
9.0,0,2,1,2025-05-10,61624,131,1,4922483012603
9.5,0,2,3,2024-04-23,61625,131,0,3529685222960
5.0,0,2,1,2024-05-13,61626,131,0,4429193719521
6.0,1,3,1,2024-11-06,61627,131,0,2246793278830
8.5,1,1,1,2025-02-12,61628,131,0,6879939775587
5.0,0,2,1,2025-04-13,61629,131,0,8462570462442
8.0,0,3,1,2024-08-21,61630,131,1,7713049020069
9.5,1,1,3,2025-03-09,61631,131,0,2994278467911
6.5,1,2,3,2024-12-03,61632,131,0,1317875389333
6.5,0,3,3,2023-08-19,61633,131,0,7921308873794
10.0,0,3,1,2023-08-04,61634,131,1,4690707361340
6.0,0,3,1,2025-02-06,61635,131,0,5702483541902
8.5,1,1,3,2024-07-16,61636,131,0,4824347099991
6.0,0,1,3,2024-12-13,61637,131,0,9992223106331
9.5,0,1,1,2024-07-16,61638,131,0,4970211328881
6.0,1,3,1,2025-01-27,61639,131,0,8089490754239
8.0,1,2,3,2024-01-11,61640,131,0,5069185870992
9.0,0,3,1,2025-03-13,61641,131,0,4579277263876
9.0,1,2,3,2023-06-10,61642,131,0,7953950969652
7.5,1,3,3,2025-04-21,61643,131,0,5500271559917
7.5,1,3,1,2025-03-15,61644,131,0,2848179005324
8.5,0,1,3,2023-07-26,61645,131,0,9091737704075
7.0,1,2,1,2025-01-13,61646,131,0,4040619517085
6.5,0,3,1,2024-01-30,61647,131,1,1010284724353
7.5,0,2,3,2025-01-12,61648,131,0,8292617266257
7.5,1,3,3,2023-12-07,61649,131,0,5233536702151
6.0,1,1,3,2023-08-29,61650,131,0,2067017708940
6.0,0,3,3,2025-04-27,61651,131,1,2755174610359
8.0,1,3,3,2024-03-06,61652,131,0,8587685707218
5.5,1,3,1,2025-01-17,61653,131,0,4748415597084
7.0,1,3,3,2024-08-12,61654,131,0,5644699889264
10.0,1,1,3,2024-02-10,61655,131,0,7091144227943
9.5,0,2,1,2024-01-31,61656,131,0,4628695368960
5.0,0,2,3,2023-10-16,61657,131,0,9267188047380
6.0,0,1,3,2023-08-13,61658,131,0,8431831601481
9.5,1,2,1,2024-01-05,61659,131,0,6628790259621
6.5,0,3,3,2023-11-14,61660,131,1,4106900708389
8.0,0,1,3,2023-11-05,61661,131,0,1873811774369
6.5,0,2,1,2024-03-12,61662,131,0,3872322243385
8.5,0,3,3,2025-04-29,61663,131,0,9034859270539
7.0,0,3,3,2024-09-25,61664,131,0,9406637995549
5.0,0,1,3,2024-07-31,61665,131,0,9171267561008
6.0,0,3,3,2024-10-22,61666,131,0,5385157098601
5.5,1,3,3,2023-07-05,61667,131,0,2567589464593
9.0,1,3,3,2025-01-29,61668,131,0,2180941531684
9.0,0,1,3,2024-10-08,61669,131,0,8907735106680
9.0,0,1,3,2024-10-11,61670,131,0,6079649623508
7.0,0,1,1,2024-06-14,61671,131,0,6465572957320
7.0,1,1,1,2024-02-03,61672,131,0,8500559013654
7.5,0,2,3,2024-11-06,61673,131,0,9444091467440
6.0,0,1,3,2023-11-03,61674,131,0,9957806221770
6.5,0,2,3,2024-10-01,61675,131,0,1167873647052
8.0,1,1,3,2023-12-17,61676,131,0,4777241128549
7.5,1,2,3,2024-12-15,61677,131,0,9773140352481
6.0,1,2,3,2024-03-12,61678,131,0,4301730944834
7.0,0,3,3,2024-07-12,61679,131,0,1304463098947
7.5,0,2,1,2024-05-12,61680,131,1,7320695004201
8.5,0,2,3,2024-05-18,61681,131,0,3155231707232
9.5,0,2,3,2024-03-03,61682,131,1,3771422392493
9.0,1,1,1,2023-07-31,61683,131,0,5361469652076
10.0,0,2,1,2024-10-30,61684,131,1,9292908326637
5.0,1,1,3,2025-03-11,61685,131,0,1966087423520
5.5,0,2,3,2024-02-18,61686,131,1,9734584318677
8.5,0,1,3,2024-10-28,61687,131,0,5632379831234
5.0,0,2,1,2025-02-11,61688,131,1,6815227480952
7.0,0,1,3,2024-11-17,61689,131,1,8877255431555
5.5,1,2,3,2024-11-25,61690,131,0,5028773651847
5.0,0,3,3,2023-11-12,61691,131,0,3380790842290
7.0,1,1,3,2025-02-17,61692,131,0,8465504356739
10.0,0,3,3,2023-08-22,61693,131,0,4659767815577
6.5,0,2,1,2025-04-26,61694,131,0,1633181653881
8.5,0,3,1,2024-09-10,61695,131,0,8640246570107
5.0,0,3,3,2025-04-08,61696,131,0,9220272523207
10.0,1,3,3,2025-03-22,61697,131,0,4924523066149
6.5,0,2,1,2023-08-28,61698,131,1,3902569687344
7.0,1,1,1,2024-12-15,61699,131,0,6606865576398
6.0,0,1,1,2023-09-08,61700,131,1,5712476605550
7.5,1,3,3,2023-10-27,61701,131,0,6816818554655
8.0,0,3,1,2023-11-20,61702,131,1,7917877625131
10.0,0,3,1,2024-10-12,61703,131,1,8736784942431
5.0,0,1,3,2024-04-23,61704,131,0,4730091987758
6.0,0,2,3,2025-05-12,61705,131,0,8817524975694
9.0,0,1,1,2024-10-28,61706,131,0,6303423038159
5.0,0,1,1,2023-12-30,61707,131,1,1869560945250
7.5,1,1,3,2024-05-12,61708,131,0,5605682621146
5.0,1,1,1,2023-06-28,61709,131,0,8335142295744
10.0,0,2,1,2025-05-13,61710,131,0,3612355967893
6.5,0,3,3,2024-10-11,61711,131,0,6813081655536
7.5,1,3,3,2023-11-15,61712,131,0,2967344640300
8.0,0,1,1,2024-01-29,61713,131,0,9260707685771
5.5,0,3,1,2024-06-07,61714,131,1,3602864323626
8.5,0,1,3,2023-10-24,61715,131,1,4465206892580
10.0,0,2,1,2023-12-22,61716,131,1,8901636472767
5.5,1,3,3,2024-01-26,61717,131,0,8388363400744
10.0,0,1,1,2023-08-15,61718,131,0,8741614280111
9.0,1,1,3,2024-04-14,61719,131,0,5059780136169
9.5,1,1,3,2023-11-13,61720,131,0,4342641167374
6.5,1,2,1,2023-12-15,61721,131,0,5172754705212
8.0,1,3,3,2023-08-20,61722,131,0,1988943271699
7.0,1,2,1,2024-08-08,61723,131,0,4560226461397
9.0,0,3,3,2024-07-20,61724,131,0,6065390788275
9.0,0,2,1,2025-05-08,61725,131,0,6335068479919
8.5,0,3,1,2025-01-16,61726,131,0,4198791715261
9.5,0,2,3,2024-04-09,61727,131,0,5912944277254
5.0,0,2,3,2024-07-03,61728,131,0,5142464938711
6.0,0,2,1,2023-05-19,61729,131,1,5556435733090
5.5,0,3,1,2024-08-21,61730,131,0,8400940885575
8.0,0,3,1,2023-11-12,61731,131,0,7390881438219
6.5,1,2,1,2024-12-12,61732,131,0,6284464324837
7.0,1,1,1,2024-06-13,61733,131,0,7301209078698
6.5,0,1,1,2024-02-24,61734,131,0,8915551438693
9.0,0,2,3,2024-03-29,61735,131,0,7259186985427
5.0,1,1,1,2025-04-29,61736,131,0,5543753032541
8.5,0,2,3,2023-10-17,61737,131,0,5399160812313
8.5,1,3,3,2024-05-24,61738,131,0,8767944343511
10.0,1,2,3,2024-10-02,61739,131,0,1511247291780
6.5,0,1,3,2024-09-20,61740,131,1,9672253079287
7.0,0,3,3,2024-07-02,61741,131,1,1590437409773
9.0,1,3,3,2024-01-16,61742,131,0,6271974564839
6.0,1,2,3,2024-10-31,61743,131,0,9596506398384
8.5,0,1,3,2024-10-18,61744,131,0,9043057663912
6.0,0,2,3,2025-01-23,61745,131,0,9337065609974
7.5,1,3,1,2024-02-26,61746,131,0,6357092019852
6.5,1,1,1,2024-05-21,61747,131,0,5929785173585
6.0,1,1,3,2024-05-09,61748,131,0,7712267846969
5.0,1,1,3,2024-03-07,61749,131,0,5674843649335
9.0,1,1,3,2024-04-19,61750,131,0,7919383224037
6.0,1,2,3,2023-11-25,61751,131,0,8874681764068
6.0,0,1,1,2023-08-24,61752,131,1,7565263044483
8.5,0,1,3,2025-04-09,61753,131,1,2631117276503
7.0,1,2,1,2024-07-05,61754,131,0,1970947541995
10.0,1,3,1,2024-05-27,61755,131,0,9934663158988
7.0,0,1,3,2024-11-02,61756,131,0,9905004228100
10.0,1,1,1,2024-03-22,61757,131,0,2982399642721
6.5,1,3,3,2025-04-26,61758,131,0,6693222594311
5.5,1,1,1,2023-05-29,61759,131,0,9434689986986
7.5,1,2,3,2025-01-13,61760,131,0,4575287646685
5.0,1,2,3,2025-01-11,61761,131,0,7538146587851
7.0,1,1,1,2025-01-15,61762,131,0,9675919134525
9.5,1,2,1,2025-04-21,61763,131,0,3889338735009
6.5,1,3,3,2023-11-05,61764,131,0,7342756249770
5.0,0,1,1,2024-09-20,61765,131,0,4151041126633
9.5,0,1,1,2024-09-12,61766,131,1,8775178685470
9.0,0,2,3,2024-06-18,61767,131,1,1147089286182
7.5,1,2,3,2024-02-12,61768,131,0,4934888572546
5.0,1,3,3,2025-01-20,61769,131,0,5906793877791
8.5,0,2,1,2024-09-24,61770,131,1,2544327607565
8.5,0,3,3,2025-05-01,61771,131,0,5480010396928
10.0,0,1,1,2023-08-08,61772,131,0,7209825612516
5.5,1,2,1,2025-05-01,61773,131,0,6980840983617
6.5,1,2,3,2023-07-31,61774,131,0,8205938037040
10.0,1,2,1,2024-04-05,61775,131,0,2291181379230
10.0,0,2,3,2024-05-05,61776,131,0,9331190310876
6.0,0,1,1,2024-11-10,61777,131,0,8520791433979
10.0,0,2,1,2024-10-20,61778,131,0,4210610549637
5.0,0,1,1,2024-06-17,61779,131,0,3628015577795
6.0,0,3,3,2023-07-04,61780,131,1,8942523766065
7.5,1,3,3,2023-06-13,61781,131,0,4777513954135
6.5,0,2,1,2024-12-20,61782,131,0,9155188926181
5.5,0,3,3,2024-12-20,61783,131,0,8523566848376
10.0,0,3,3,2023-06-26,61784,131,1,7379897755310
8.0,0,2,1,2023-10-26,61785,131,0,3071811249937
8.0,1,3,3,2024-08-18,61786,131,0,6336510825387
5.0,0,1,1,2024-09-08,61787,131,0,3481893984654
7.5,1,2,1,2023-10-17,61788,131,0,8406768086466
10.0,1,3,3,2023-06-04,61789,131,0,8686791418276
8.0,0,3,3,2024-03-26,61790,131,1,5767183565743
10.0,0,2,1,2024-06-14,61791,131,0,8774187827168
5.0,0,3,3,2024-03-06,61792,131,0,5236552509300
20.0,0,2,2,2025-04-14,61833,132,1,5043172859953
20.0,0,1,2,2024-06-26,61834,132,1,9178465190675
17.0,0,1,2,2024-09-12,61835,132,0,7741066790210
15.0,0,1,2,2024-08-20,61836,132,0,5488500919802
13.0,1,3,2,2023-09-24,61837,132,0,2144811742456
10.0,0,3,2,2025-01-08,61838,132,0,2669292620874
10.0,1,1,2,2024-05-30,61839,132,0,1344535415923
19.0,1,2,2,2024-04-26,61840,132,0,9130720491958
20.0,1,2,2,2025-04-18,61841,132,0,8069297602393
10.0,1,3,2,2024-07-13,61842,132,0,4611860640069
17.0,1,2,2,2024-12-06,61843,132,0,5976036706910
10.0,1,3,2,2025-04-11,61844,132,0,9277540455906
16.0,1,1,2,2023-08-17,61845,132,0,3522660726831
19.0,0,3,2,2024-12-11,61846,132,0,1422245739685
11.0,0,2,2,2023-08-28,61847,132,0,2227719902572
10.0,1,2,2,2023-07-18,61848,132,0,9415619851586
18.0,1,3,2,2023-10-13,61849,132,0,3524170708849
14.0,1,3,2,2024-11-25,61850,132,0,5310119122184
11.0,1,1,2,2025-03-27,61851,132,0,6864135262314
10.0,0,2,2,2024-09-22,61852,132,0,1232403550045
10.0,1,3,2,2024-06-13,61853,132,0,6221467506962
15.0,0,3,2,2023-12-21,61854,132,0,3003689712775
18.0,1,2,2,2024-12-26,61855,132,0,1584323782272
12.0,1,1,2,2024-03-14,61856,132,0,9236097818144
14.0,0,2,2,2023-10-09,61857,132,0,9706240521784
20.0,1,1,2,2024-03-02,61858,132,0,8492723820395
11.0,1,3,2,2023-09-16,61859,132,0,4811837903095
16.0,1,3,2,2023-11-09,61860,132,0,2891715275851
20.0,0,2,2,2023-05-16,61861,132,0,5964741025521
14.0,0,3,2,2023-12-26,61862,132,0,3046938428385
18.0,1,3,2,2023-06-13,61863,132,0,5479604369937
10.0,1,2,2,2025-02-17,61864,132,0,1381073128011
12.0,0,1,2,2024-12-03,61865,132,0,7080028281324
12.0,1,2,2,2025-04-12,61866,132,0,1303858727162
13.0,0,3,2,2023-09-11,61867,132,0,7297174263301
13.0,0,1,2,2023-09-01,61868,132,1,5164975636702
15.0,0,3,2,2024-10-14,61869,132,1,6715238756171
18.0,1,2,2,2024-12-22,61870,132,0,1168606145884
19.0,0,2,2,2024-11-26,61871,132,0,9766470732534
20.0,0,1,2,2023-05-22,61872,132,0,5436324090035
10.0,1,1,1,2025-01-11,61873,132,0,9542243009940
5.0,1,3,3,2024-12-15,61874,132,0,6884796680784
7.5,0,2,3,2023-11-27,61875,132,0,1994406019798
5.0,0,1,3,2023-12-01,61876,132,0,7139860079073
5.0,0,2,3,2023-05-15,61877,132,0,3101958849050
8.5,1,3,3,2025-01-12,61878,132,0,5537748510309
5.0,0,1,1,2024-06-21,61879,132,0,2543104284329
10.0,1,1,3,2023-07-31,61880,132,0,8594150182684
5.5,0,1,1,2025-03-15,61881,132,0,6942496457695
7.5,0,2,1,2024-07-06,61882,132,0,1161589804897
7.0,1,1,1,2024-12-23,61883,132,0,3286833114206
10.0,0,3,1,2024-04-11,61884,132,0,3548518103421
9.5,1,2,3,2023-08-01,61885,132,0,1378685027250
10.0,0,1,1,2023-06-12,61886,132,0,7348104406228
9.0,0,1,1,2024-03-11,61887,132,1,4432487945990
10.0,0,2,1,2023-05-31,61888,132,0,2269521995367
6.5,1,1,3,2025-03-29,61889,132,0,8369883396733
8.0,1,3,1,2024-09-02,61890,132,0,8481395990654
6.5,1,2,3,2023-08-20,61891,132,0,8896977530431
6.0,0,1,1,2024-10-31,61892,132,0,1731673076283
5.5,1,3,1,2023-08-08,61893,132,0,8806808949885
9.0,1,1,3,2024-11-26,61894,132,0,2316133501805
6.5,0,2,1,2023-12-28,61895,132,0,7170890864759
7.5,1,1,3,2025-03-13,61896,132,0,4233664177887
5.5,0,1,3,2025-04-03,61897,132,0,4172727527870
7.0,1,3,3,2024-03-10,61898,132,0,1211624169597
6.5,1,1,1,2023-07-14,61899,132,0,6835094979210
7.5,1,1,1,2024-05-26,61900,132,0,4889226160638
9.5,0,2,3,2023-10-25,61901,132,0,3001814161111
10.0,1,1,3,2024-07-06,61902,132,0,6724023158339
9.5,0,2,3,2024-08-13,61903,132,1,4135961772705
9.5,0,1,1,2024-05-21,61904,132,0,3501976762621
6.5,1,1,3,2023-08-11,61905,132,0,7608933984567
6.5,1,3,3,2023-08-17,61906,132,0,7964207183161
6.0,0,3,3,2024-09-12,61907,132,0,5629653435587
8.0,1,1,3,2024-10-21,61908,132,0,4414049824478
7.0,1,1,3,2024-03-18,61909,132,0,7444858763528
6.5,0,3,1,2024-05-19,61910,132,0,2086412672607
5.0,1,3,1,2025-01-19,61911,132,0,1838398056563
6.0,1,1,1,2023-08-14,61912,132,0,7384508277920
8.5,0,2,1,2023-12-10,61913,132,1,9350364715047
9.0,1,1,3,2025-04-07,61914,132,0,3727817825357
9.5,0,1,3,2023-08-14,61915,132,0,2860860467942
9.0,1,3,3,2023-12-07,61916,132,0,3485734756184
9.5,0,3,1,2024-09-07,61917,132,0,6431183199782
6.0,1,3,3,2024-04-05,61918,132,0,5866753939767
10.0,0,2,3,2023-10-21,61919,132,0,3231736910965
5.0,1,2,1,2025-02-11,61920,132,0,4837426337865
7.5,1,2,3,2024-06-10,61921,132,0,6624652141949
6.0,0,2,1,2024-06-27,61922,132,1,7471068069608
8.0,1,3,3,2025-05-05,61923,132,0,6623957527328
8.5,0,2,1,2024-07-16,61924,132,0,4237767045250
